Name,Date,Site,Cluster,Transect,Margin,Aux5,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,622,1356,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,904,1164,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1132,1665,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,856,2469,PMAS,Alleviate,2022-03-04 03:22:26+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,777,2433,PMAS,Alleviate,2022-03-04 03:22:26+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,956,3244,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,91,MALG,3,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,866,3433,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1681,1580,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,88,MALG,5,HALI,1,CYAN,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1518,1263,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1496,1154,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1765,1904,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,90,MALG,2,HALI,1,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1596,1778,PMAS,Alleviate,2022-03-04 03:22:26+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1658,3074,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1617,3290,PMAS,Alleviate,2022-03-04 03:22:26+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2336,126,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2262,416,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1983,793,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,87,PRUS,4,MALG,3,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2184,457,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2113,929,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2399,1848,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2135,2013,PCYL,Alleviate,2022-03-04 03:22:26+00:00,PCYL,86,DEAD,6,MALG,2,PRUS,1,HALI,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2372,2300,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,90,MALG,2,HALI,1,PRUS,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1818,2765,PMAS,Alleviate,2022-03-04 03:22:26+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,1880,3278,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2200,3544,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,92,MALG,2,HALI,1,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2307,3862,PMAS,Alleviate,2022-03-04 03:22:26+00:00,PMAS,89,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2764,958,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2681,1710,MALG,Alleviate,2022-03-04 03:22:26+00:00,MALG,86,DEAD,5,HALI,3,HOLO,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2680,1732,MALG,Alleviate,2022-03-04 03:22:26+00:00,MALG,85,DEAD,4,HALI,4,HOLO,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2909,2561,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,83,MALG,4,HOLO,2,PCYL,2,HALI,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2911,2496,PRUS,Alleviate,2022-03-04 03:22:26+00:00,PRUS,88,DEAD,4,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.0-A (P5270887).JPG,,,,,,,,,,,,,,,,,,2512,3353,DEAD,Alleviate,2022-03-04 03:22:26+00:00,DEAD,71,RUBB,22,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,523,1072,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,87,MALG,7,CYAN,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,863,1533,POSP,Alleviate,2022-03-04 03:24:33+00:00,POSP,88,DEAD,3,MALG,2,HOLO,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,661,2981,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,72,CYAN,17,MALG,3,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1290,1498,HALI,Alleviate,2022-03-04 03:24:33+00:00,HALI,76,DEAD,15,MALG,4,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1820,2385,MALG,Alleviate,2022-03-04 03:24:33+00:00,MALG,85,DEAD,8,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2540,775,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,57,PRUS,32,MALG,3,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,502,100,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,164,978,HALI,Alleviate,2022-03-04 03:24:33+00:00,HALI,90,DEAD,3,MALG,2,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,577,1188,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,83,HALI,8,MALG,3,CYAN,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,21,1367,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,91,MALG,3,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,42,871,HALI,Alleviate,2022-03-04 03:24:33+00:00,HALI,88,MALG,5,DEAD,3,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,126,3690,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,366,3311,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,91,MALG,2,HALI,1,CYAN,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,355,3729,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,HALI,1,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,728,279,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,870,2030,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,943,2863,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1107,2678,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,91,MALG,3,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,727,3719,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1256,532,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,HALI,1,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1597,1518,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,CYAN,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1220,915,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1556,1731,PCYL,Alleviate,2022-03-04 03:24:33+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1789,2867,PCYL,Alleviate,2022-03-04 03:24:33+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1480,2949,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,82,MALG,6,HALI,5,CYAN,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1557,3372,PCYL,Alleviate,2022-03-04 03:24:33+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1896,308,PRUS,Alleviate,2022-03-04 03:24:33+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2339,506,PRUS,Alleviate,2022-03-04 03:24:33+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2115,591,PRUS,Alleviate,2022-03-04 03:24:33+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1883,1394,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2146,1017,PRUS,Alleviate,2022-03-04 03:24:33+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2385,859,PRUS,Alleviate,2022-03-04 03:24:33+00:00,PRUS,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2330,2951,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2281,2910,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,89,MALG,3,CYAN,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1986,2818,PCYL,Alleviate,2022-03-04 03:24:33+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,1906,2574,PCYL,Alleviate,2022-03-04 03:24:33+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2215,2441,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,91,MALG,3,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2820,740,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2868,1537,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2686,1447,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,CYAN,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2418,1987,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2547,1826,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2796,3071,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,HALI,1,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2888,3534,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2545,3974,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T2 9.5-B (P5270949).JPG,,,,,,,,,,,,,,,,,,2712,3619,DEAD,Alleviate,2022-03-04 03:24:33+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,51,1829,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,456,2244,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,80,RUBB,11,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,133,2774,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,63,RUBB,22,SAND,6,MALG,3,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,699,2480,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,74,RUBB,16,MALG,3,SAND,2,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1887,2422,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,85,RUBB,7,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,18,1289,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,386,1455,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,89,DEAD,3,MALG,2,RUBB,2,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,132,3011,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,88,DEAD,4,MALG,2,PCYL,1,RUBB,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,46,3361,PCYL,Alleviate,2022-03-04 03:26:04+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,23,3874,PCYL,Alleviate,2022-03-04 03:26:04+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,467,3449,PCYL,Alleviate,2022-03-04 03:26:04+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,94,3379,PCYL,Alleviate,2022-03-04 03:26:04+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,347,3359,PCYL,Alleviate,2022-03-04 03:26:04+00:00,PCYL,90,DEAD,3,MALG,2,RUBB,1,HALI,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,766,181,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1050,683,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,745,1095,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,88,DEAD,3,RUBB,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,654,1944,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,88,DEAD,3,RUBB,3,MALG,2,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,687,1776,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1095,1873,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1324,1214,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1572,1390,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,89,DEAD,3,RUBB,2,MALG,2,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1752,1599,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1588,1830,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1432,2139,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1390,2221,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,79,RUBB,13,MALG,2,DEAD,2,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1530,1946,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1693,2698,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,90,RUBB,2,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2032,418,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1949,837,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2239,1390,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,91,MALG,2,SAND,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2069,2306,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,91,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1950,1668,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,1947,2327,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,91,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2376,1676,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2340,3313,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2046,3971,DEAD,Alleviate,2022-03-04 03:26:04+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2784,193,HALI,Alleviate,2022-03-04 03:26:04+00:00,HALI,90,DEAD,3,MALG,2,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2775,201,HALI,Alleviate,2022-03-04 03:26:04+00:00,HALI,90,DEAD,3,MALG,2,RUBB,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2428,255,SAND,Alleviate,2022-03-04 03:26:04+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2455,800,SAND,Alleviate,2022-03-04 03:26:03+00:00,SAND,90,DEAD,3,MALG,2,HALI,1,PCYL,1
2021-05-27-ASAN-B-T3 0.5-B (P5270562).JPG,,,,,,,,,,,,,,,,,,2919,1090,DEAD,Alleviate,2022-03-04 03:26:03+00:00,DEAD,92,MALG,2,RUBB,1,HALI,1,PCYL,1
